"saved_column_object_index","catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
49,281,"annual_stats_fy_2025_2026.catalog","Physical - UCLA Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,21,52,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
50,284,"annual_stats_fy_2025_2026.catalog","Physical - UCLA SLF/campus designator","saved_column","savedColumnObject","Physical - UCLA SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,12,6,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
51,285,"annual_stats_fy_2025_2026.catalog","Physical - UCM Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCM Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,0,7,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
52,286,"annual_stats_fy_2025_2026.catalog","Physical - UCM SLF/campus designator","saved_column","savedColumnObject","Physical - UCM SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCM SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,31,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
53,287,"annual_stats_fy_2025_2026.catalog","Physical - UCR Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,4,17,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
54,290,"annual_stats_fy_2025_2026.catalog","Physical - UCR SLF/campus designator","saved_column","savedColumnObject","Physical - UCR SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,35,0,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
55,291,"annual_stats_fy_2025_2026.catalog","Physical - UCSB Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB Library Stats Category","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,7,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
56,293,"annual_stats_fy_2025_2026.catalog","Physical - UCSB SLF/campus designator","saved_column","savedColumnObject","Physical - UCSB SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB SLF/campus designator","cosavedcolumn1",,"HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,37,38,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
57,294,"annual_stats_fy_2025_2026.catalog","Physical - UCSC Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,21,58,45,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
58,297,"annual_stats_fy_2025_2026.catalog","Physical - UCSC SLF/campus designator","saved_column","savedColumnObject","Physical - UCSC SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SLF/campus designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,32,40,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
59,298,"annual_stats_fy_2025_2026.catalog","Physical - UCSD Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,2,16,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
60,301,"annual_stats_fy_2025_2026.catalog","Physical - UCSD SLF/campus designator","saved_column","savedColumnObject","Physical - UCSD SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SLF/campus designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,36,24,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
61,302,"annual_stats_fy_2025_2026.catalog","Physical - UCSF Library Stats Category","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Library Stats Category","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,2,22,5,7,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
62,304,"annual_stats_fy_2025_2026.catalog","Physical - UCSF SLF/campus designator","saved_column","savedColumnObject","Physical - UCSF SLF","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF SLF/campus designator","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,3,30,17,40,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
63,305,"annual_stats_fy_2025_2026.catalog","RM Building - UCB","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/RM Building - UCB","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_24764427990006531_6531_D_na07.alma.exlibrisgroup.com",4,2023,10,17,23,56,57,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
64,308,"annual_stats_fy_2025_2026.catalog","zzBACKUP Electronic - Global Stats Electronic included/excluded designator","saved_column","savedColumnObject","zzBACKUP Electronic - Global Stats Electronic included","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/zzBACKUP Electronic - Global Stats Electronic included/excluded designator","cosavedcolumn1",,"HE_24764427990006531_6531_D_na07.alma.exlibrisgroup.com","HE_24764427990006531_6531_D_na07.alma.exlibrisgroup.com",4,2024,6,8,3,13,12,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
